acceptedTaxonKey,accepetedTaxonName,TropicosNameID,FullNameWithAuthors,taxonRank,id_name_APD,taxonid_IUCN,redlistCategory,redlistCriteria,yearPublished,EOO,AOO,elevation_upper,elevation_lower,assessmentDate,assessor,reviewer,populationTrend
5595,Scaphopetalum blackii,30401535,Scaphopetalum blackii Mast.,Species,177525,170064719,LC,NA,2020,474573.81,540.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
5608,Scaphopetalum blackii var. letestui,100490545,Scaphopetalum blackii var. letestui (Pellegr.) N. Hallé,Variety,,174400043,EN,B2ab(iii),2021,38190,16,290,80,11/03/2021,"Bidault, E. & StÈvart, T.","Texier, N., Bouka, D.U.G., Simo-Droissart, M., Ikabanga, D.U., Paradis, A.-H., Boupoya, A., Engone Obiang, N. & Mboma, R.",Decreasing
5609,Scaphopetalum thonneri,30401577,Scaphopetalum thonneri De Wild. & T. Durand,Species,177527,,,,,,,,,,,,
5652,Schefflerodendron adenopetalum,13061058,Schefflerodendron adenopetalum (Taub.) Harms,Species,70483,174394366,NT,NA,2021,561997.6,52,410,200,20/01/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Decreasing
5653,Schefflerodendron gabonense,13061061,Schefflerodendron gabonense Pellegr.,Species,70484,174394374,EN,B1ab(iii)+2ab(iii),2021,172,12,500,200,17/10/2020,"Simo-Droissart, M., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5655,Schefflerodendron usambarense,13061059,Schefflerodendron usambarense Harms,Species,177396,33472,LC,NA,2021,3196473.3,NA,1070,100,15/02/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Decreasing
5658,Schumanniophyton hirsutum,100256090,Schumanniophyton hirsutum (Hiern) R.D. Good,Species,89310,174415360,NT,NA,2021,335898,80,500,100,12/02/2021,"Paradis, A.-H. & StÈvart, T.","Lachenaud, O., Bouka, D.U.G., Barber·, P., Ikabanga, D.U., Texier, N., Simo-Droissart, M. & Andriamahefarivo, L.",Unknown
5659,Schumanniophyton magnificum,27907400,Schumanniophyton magnificum (K. Schum.) Harms,Species,177658,143715995,LC,NA,2019,1704751.00,360.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
5682,Scorodophloeus zenkeri,13052047,Scorodophloeus zenkeri Harms,Species,70125,144293119,LC,NA,2019,2093901.43,584.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
5686,Scottellia klaineana,13201134,Scottellia klaineana Pierre,Species,17105,61983444,LC,NA,2018,4453141.58,428.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
5716,Scyphocephalium mannii,21800161,Scyphocephalium mannii (Benth. & Hook. f.) Warb.,Species,11946,170124132,LC,NA,2020,142706.39,84.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
5730,Scytopetalum klaineanum,29300005,Scytopetalum klaineanum Pierre ex Engler,Species,12234,170115102,LC,NA,2020,201922.55,152.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
7312,Scytopetalum pierreanum,100350136,Scytopetalum pierreanum (Pierre ex De Wild.) Tiegh.,Species,12235,204676074,LC,,2022,1269807,88,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5733,Sericanthe auriculata,27908374,Sericanthe auriculata (Keay) Robbr.,Species,88267,,,,,,,,,,,,
5760,Sericanthe mpassa,100384278,Sericanthe mpassa Sonké & Robbr.,Species,232679,174421677,VU,D2,2020,NA,4,300,300,11/05/2020,"Ikabanga, D.U., Paradis, A.-H., Bidault, E., Texier, N. & StÈvart, T.","Gereau, R.E., Lowry II, P.P., Barber·, P., Simo-Droissart, M., Phillipson, P., Andriamahefarivo, L., Andriambololonera, S., Randrianasolo, A., Faranirina, L., Rabarimanarivo, M. & Schmidt, H.",Unknown
5761,Shirakiopsis elliptica,50216307,Shirakiopsis elliptica (Hochst.) Esser,Species,,62004306,LC,NA,2019,17242470,NA,2450,0,21/02/2019,"Hills, R.","Timberlake, J.R.",Decreasing
5762,Sindora klaineana,13050610,Sindora klaineana Pierre ex Pellegr.,Species,70143,204804063,LC,,2022,79331,200,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5764,Sindoropsis letestui,13052050,,Species,71009,,,,,,,,,,,,
5765,Sirdavidia solannona,100408831,Sirdavidia solannona Couvreur & Sauquet,Species,,133044643,VU,D2,2019,43595,16,600,300,24/10/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Onana, J.-M.",Unknown
5766,Sorindeia africana,1301261,Sorindeia africana (Engl.) Van der Veken,Species,177530,143716155,LC,NA,2019,2512782.12,416.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
5767,Sorindeia batekeensis,50270408,Sorindeia batekeensis Lecomte,Species,6104,173334648,EN,B2ab(iii),2020,NA,8,545,420,04/08/2020,"Texier, N. & StÈvart, T.","Lachenaud, O., Paradis, A.-H., Ikabanga, D.U., Bidault, E., Bouka, D.U.G., Barber·, P., Boupoya, A., Simo-Droissart, M. & Andriamahefarivo, L.",Unknown
5768,Sorindeia gabonensis,50192812,Sorindeia gabonensis Bourobou & Breteler,Species,6163,,,,,,,,,,,,
5769,Sorindeia juglandifolia,1300873,Sorindeia juglandifolia (A. Rich.) Planch. ex Oliv.,Species,6114,135671176,LC,NA,2019,9369357.54,764.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
5771,Sorindeia oxyandra,50166084,Sorindeia oxyandra Bourobou & Breteler,Species,6164,173334853,EN,"B1ab(iii,v)+2ab(iii,v)",2020,14.9,12,1000,500,31/07/2020,"Texier, N. & StÈvart, T.","Bidault, E., Lachenaud, O., Paradis, A.-H., Ikabanga, D.U., Bouka, D.U.G., Simo-Droissart, M., Boupoya, A., Andriamahefarivo, L. & Barber·, P.",Unknown
5772,Sorindeia winkleri,50154844,Sorindeia winkleri Engl.,Species,6143,173334947,LC,NA,2022,1522681,368,1500,NA,2021-05-17,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Beentje, H.J., Luke, W.R.Q., Matheka, K., Mollel, N., Musili, P., Mutegeki, A. & Olupot, W.",Stable
5773,Soyauxia floribunda,20200005,Soyauxia floribunda Hutch.,Species,56787,136103261,LC,NA,2018,703774.68,140.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
5792,Soyauxia gabonensis,20200002,Soyauxia gabonensis Oliv.,Species,56788,170115577,LC,NA,2020,284963.35,152.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
5809,Soyauxia glabrescens,100446598,Soyauxia glabrescens Engl.,Species,56789,174410084,LC,,2022,62083,76,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5823,Spathandra blakeoides,20303241,Spathandra blakeoides (G. Don) Jacq.-Fél.,Species,177531,170063943,LC,NA,2020,1939462.69,340.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
5824,Spathandra blakeoides var. blakeoides,100490547,Spathandra blakeoides var. blakeoides ,Variety,,174400171,LC,NA,2021,3501013,NA,1100,10,07/04/2021,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Unknown
5829,Spathodea campanulata,3700582,Spathodea campanulata P. Beauv.,Species,48265,49196213,LC,NA,2017,NA,NA,NA,NA,02/03/2017,"Rivers, M.C. & Mark, J.","Oldfield, S.",Stable
7313,Spondianthus preussii,12806757,Spondianthus preussii Engl.,Species,177532,153944973,LC,NA,2020,5250550.41,492.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
5838,Stachyothyrsus staudtii,13052181,Stachyothyrsus staudtii Harms,Species,70465,204804129,LC,,2022,464269,288,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5839,Staudtia kamerunensis,21800243,Staudtia kamerunensis Warb.,Species,177534,61891432,LC,NA,2020,3479321,NA,1350,0,10/02/2020,"Hills, R.","Onana, J.-M.",Unknown
5840,Staudtia kamerunensis var. gabonensis,100350525,Staudtia kamerunensis var. gabonensis (Warb.) Fouilloy,Variety,,,,,,,,,,,,,
5846,Stemonocoleus micranthus,13051982,Stemonocoleus micranthus Harms,Species,70142,144295836,LC,NA,2019,1257090.72,152.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
5847,Sterculia dawei,100383924,Sterculia dawei C. Sprague,Species,120542,146432960,LC,NA,2020,2274870,172,1500,100,10/10/2019,"Timberlake, J.R.","Onana, J.-M.",Stable
5848,Sterculia subviolacea,30401819,Sterculia subviolacea K. Schum.,Species,120550,174400058,LC,NA,2022,2666247,NA,1500,300,2021-03-11,"Bidault, E. & Stévart, T.","Texier, N., Bouka, D.U.G., Simo-Droissart, M., Ikabanga, D.U., Paradis, A.-H., Boupoya, A., Engone Obiang, N., Mboma, R. & Gereau, R.E.",Decreasing
5856,Sterculia tragacantha,30401616,Sterculia tragacantha Lindl.,Species,120551,136111481,LC,NA,2018,6607878.45,1820.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
5857,Stereospermum acuminatissimum,3701712,Stereospermum acuminatissimum K. Schum.,Species,48382,204679031,LC,,2022,1629132,216,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5858,Streblus usambarensis,21301773,Streblus usambarensis (Engl.) C.C. Berg,Species,24655,,,,,,,,,,,,
5859,Strephonema mannii,8200429,Strephonema mannii Hook. f.,Species,1344,204804203,LC,,2022,291779,264,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5860,Strephonema sericeum,8200583,Strephonema sericeum Hook. f.,Species,1348,204809823,LC,,2022,892750,396,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5862,Strombosia fleuryana,50310859,Strombosia fleuryana Breteler,Species,184309,,,,,,,,,,,,
5863,Strombosia gossweileri,50279073,Strombosia gossweileri S. Moore,Species,17760,174409104,EN,B2ab(iii),2021,160370.7,24,100,15,25/01/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Unknown
5864,Strombosia grandifolia,22900207,Strombosia grandifolia Hook. f.,Species,17761,,,,,,,,,,,,
6191,Strombosia pustulata,22900208,Strombosia pustulata Oliv.,Species,177535,61918341,LC,NA,2018,3617868.84,676.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
5865,Strombosia pustulata var. lucida,50044238,Strombosia pustulata var. lucida Villiers,Variety,,174409152,NT,NA,2021,1074805.9,56,800,300,18/12/2020,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Decreasing
5888,Strombosia scheffleri,22900206,Strombosia scheffleri Engl.,Species,17763,153940168,LC,NA,2020,4966634.08,516.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
5889,Strombosia zenkeri,50086253,Strombosia zenkeri Engl.,Species,17764,,,,,,,,,,,,
5895,Strombosiopsis sereinii,50273048,Strombosiopsis sereinii Breteler,Species,17748,174409427,LC,NA,2021,113181.4,NA,600,60,22/06/2020,"Simo-Droissart, M., Ikabanga, D.U., Bidault, E., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5912,Strombosiopsis tetrandra,22900200,Strombosiopsis tetrandra Engl.,Species,17746,156107276,LC,NA,2020,2257670.61,788.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
5915,Strychnos cocculoides,19000630,Strychnos cocculoides Baker,Species,,146206119,LC,NA,2019,5838189.53,436.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
5918,Strychnos congolana,19000714,Strychnos congolana Gilg,Species,94744,,,,,,,,,,,,
5919,Strychnos elaeocarpa,19000722,Strychnos elaeocarpa Gilg ex Leeuwenberg,Species,94769,45887,VU,B2ab(iii),2004,NA,NA,NA,NA,30/04/2004,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",Decreasing
5926,Strychnos staudtii,19000760,Strychnos staudtii Gilg,Species,94899,45888,VU,A2c,2004,NA,NA,NA,NA,30/04/2004,"Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",Decreasing
5934,Strychnos ternata,19000767,Strychnos ternata Gilg ex Leeuwenb.,Species,94911,174397978,LC,NA,2021,370128.1,NA,800,15,03/05/2021,"Simo-Droissart, M., Barber·, P., Bidault, E., Bouka, D.U.G., Ikabanga, D.U., Lachenaud, O., Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5935,Strychnos variabilis,19000845,Strychnos variabilis De Wild.,Species,94936,204806310,LC,,2022,413605,100,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5937,Strychnos zenkeri,19000776,Strychnos zenkeri Gilg ex Baker,Species,94947,109200543,VU,B2ab(iii),2022,656188,60-2000,1800,0,2022-07-19,"Rotton, H. & Cheek, M.","Onana, J.-M.",Unknown
6828,Symphonia globulifera,7800762,Symphonia globulifera L. f.,Species,,63072,LC,NA,2019,46250925.96,5304.00,2600,0,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
5938,Synsepalum afzelii,50040313,Synsepalum afzelii (Engl.) T.D. Penn.,Species,91434,136103497,LC,NA,2018,1077001.08,164.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
5939,Synsepalum batesii,50054291,Synsepalum batesii Aubrév. & Pellegr.,Species,91435,110087972,CR,B2ab(iii),2018,NA,4,650,650,10/04/2017,"Cheek, M.","Onana, J.-M.",Unknown
5940,Synsepalum brevipes,50040321,Synsepalum brevipes (Baker) T.D. Penn.,Species,91438,120223710,LC,NA,2019,NA,NA,1500,0,24/07/2018,"Palmer-Newton, A.","Lansdown, R.V., Rivers, M.C. & Wilkie, P.",Stable
5941,Synsepalum buluensis,100263553,Synsepalum buluensis (Greves) ined.,Species,240059,174450200,VU,B2ab(iii),2021,77081,36,800,40,23/11/2020,"Barber·, P., Texier, N. & StÈvart, T.","Andriamahefarivo, L., Bidault, E., Ikabanga, D.U., Lachenaud, O. & Paradis, A.-H.",Unknown
5942,Synsepalum cerasiferum,50040323,Synsepalum cerasiferum (Welw.) T.D. Penn.,Species,91439,153927711,LC,NA,2020,7881997.25,172.00,1500,300,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
6809,Synsepalum congolense,50310901,Synsepalum congolense Lecomte,Species,91440,174451686,EN,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",2021,4238,32,80,10,11/03/2021,"Barber·, P., Bidault, E., Texier, N., Bouka, D.U.G., Paradis, A.-H., Lachenaud, O., Simo-Droissart, M. & StÈvart, T.","Hills, R.",Unknown
5947,Synsepalum dulcificum,28700443,Synsepalum dulcificum (Schumach. & Thonn.) Daniell,Species,91441,87719610,LC,NA,2019,2079502.90,1004.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Wilkie, P.",Stable
5949,Synsepalum fleuryanum,50100619,Synsepalum fleuryanum A. Chev.,Species,91442,174452041,NT,NA,2021,9066,52,130,10,14/02/2021,"Barber·, P., Bidault, E., Texier, N., Lachenaud, O. & StÈvart, T.","Ikabanga, D.U., Simo-Droissart, M., Andriamahefarivo, L. & Bouka, D.U.G.",Unknown
5951,Synsepalum gabonense,50040324,Synsepalum gabonense (Aubrév. & Pellegr.) T.D. Penn.,Species,91443,174451738,EN,B1ab(iii)+2ab(iii),2021,1179,12,750,400,11/02/2021,"Barber·, P., Texier, N., Lachenaud, O. & StÈvart, T.","Ikabanga, D.U., Paradis, A.-H., Andriamahefarivo, L., Bouka, D.U.G. & Simo-Droissart, M.",Unknown
5952,Synsepalum letestui,50310913,,Species,91447,174452136,EN,B2ab(iii),2021,5167,16,450,190,18/01/2021,"Barber·, P., Lachenaud, O. & StÈvart, T.","Hills, R.",Unknown
5953,Synsepalum longicuneatum,28701120,,Species,91449,,,,,,,,,,,,
5956,Synsepalum nyangense,50161989,Synsepalum nyangense (Pellegr.) McPherson & L.J.T.  White,Species,91463,174452253,EN,B2ab(iii),2021,6354,16,700,200,06/01/2021,"Barber·, P., Lachenaud, O., Texier, N. & StÈvart, T.","Hills, R.",Unknown
5958,Synsepalum seretii,50040337,,Species,91454,,,,,,,,,,,,
5959,Synsepalum stipulatum,28701066,Synsepalum stipulatum (Radlk.) Engl.,Species,91455,147285055,LC,NA,2019,1924279.56,304.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Harris, D.",Stable
5960,Synsepalum subcordatum,28701077,Synsepalum subcordatum De Wild.,Species,91457,,,,,,,,,,,,
5964,Syzygium congolense,22102279,Syzygium congolense Vermoesen ex Amshoff,Species,16445,,,,,,,,,,,,
5965,Syzygium gilletii,22102282,Syzygium gilletii De Wild.,Species,16423,174407702,VU,A3c,2021,833004,48,800,340,20/07/2020,"Paradis, A.-H. & StÈvart, T.","Hills, R.",Decreasing
5967,Syzygium guineense,22102217,Syzygium guineense (Willd.) DC.,Species,176028,111329734,LC,NA,2019,12637623,2596,2500,0,17/01/2017,"Gereau, R.E., Beentje, H.J., Kabuye, C., Luke, W.R.Q., Nshutiyayesu, S. & Ntore, S.","Maunder, M.",Stable
5968,Syzygium guineense subsp. guineense,22104759,Syzygium guineense subsp. guineense ,Subspecies,,,,,,,,,,,,,
5974,Syzygium owariense,22102290,Syzygium owariense (P. Beauv.) Benth.,Species,16432,153943234,LC,NA,2020,7035197.31,416.00,2000,1100,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
5981,Syzygium staudtii,22102291,Syzygium staudtii (Engl.) Mildbr.,Species,16436,,,,,,,,,,,,
5993,Tabernaemontana brachyantha,1805498,Tabernaemontana brachyantha Stapf,Species,71740,204819201,LC,,2022,324269,236,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
5995,Tabernaemontana crassa,1802007,Tabernaemontana crassa Benth.,Species,71745,136110032,LC,NA,2018,3645057.08,728.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
5996,Tabernaemontana penduliflora,1800048,Tabernaemontana penduliflora K. Schum.,Species,71765,,,,,,,,,,,,
5997,Talbotiella batesii,13051945,Talbotiella batesii Baker f.,Species,71010,172492744,VU,B2ab(iii),2020,59116.8,32,900,500,13/07/2020,"Simo-Droissart, M., Texier, N. & StÈvart, T.","Andriamahefarivo, L., Bouka, D.U.G., Ikabanga, D.U., Paradis, A.-H. & Boupoya, A.",Unknown
5998,Tapura africana,10600001,Tapura africana Oliv.,Species,13408,170114353,LC,NA,2020,212802.79,172.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
6004,Tapura bouquetiana,10600232,Tapura bouquetiana N. Halle & Heine,Species,13409,170114608,LC,NA,2020,109216.85,132.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
6009,Tapura carinata,50194954,Tapura carinata Breteler,Species,13410,36444,VU,B2ab(iii),2020,39779,32,200,60,27/05/2020,"Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Ikabanga, D.U., Bouka, D.U.G., Boupoya, A., Ntore, S. & Andriamahefarivo, L.",Unknown
6011,Tapura le-testui,10600233,Tapura le-testui N. Halle & Heine,Species,13412,,,,,,,,,,,,
6012,Tapura neglecta,10600234,Tapura neglecta N. Halle & Heine,Species,13413,32176,EN,B2ab(iii),2020,NA,8,250,150,12/05/2020,"Ikabanga, D.U., Bidault, E., Paradis, A.-H., Texier, N. & StÈvart, T.","Ikabanga, D.U., Bidault, E., Boupoya, A., Bouka, D.U.G., Ntore, S. & Andriamahefarivo, L.",Unknown
6014,Tarenna conferta,27909418,Tarenna conferta (Benth.) Hiern,Species,85119,,,,,,,,,,,,
6017,Tarenna funebris,50302543,Tarenna funebris (Bremek.) N. Hallé,Species,85064,,,,,,,,,,,,
6018,Tarenna grandiflora,27907026,Tarenna grandiflora (Benth.) Hiern,Species,85069,143712992,LC,NA,2019,701216.52,340.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
6021,Tarenna jolinonii,50073291,Tarenna jolinonii N. Hallé,Species,85074,,,,,,,,,,,,
6039,Tarenna lasiorhachis,100265305,Tarenna lasiorhachis (K. Schum. & K. Krause) Bremek.,Species,85077,,,,,,,,,,,,
6041,Tarenna pallidula,27907030,Tarenna pallidula Hiern,Species,174513,143723210,LC,NA,2019,3105634.86,1300.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
