acceptedTaxonKey,accepetedTaxonName,TropicosNameID,FullNameWithAuthors,taxonRank,id_name_APD,taxonid_IUCN,redlistCategory,redlistCriteria,yearPublished,EOO,AOO,elevation_upper,elevation_lower,assessmentDate,assessor,reviewer,populationTrend
2992,Grewia coriacea,32200682,Grewia coriacea Mast.,Species,121696,148938718,LC,NA,2019,1082892.40,416.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
2993,Grewia oligoneura,32200691,Grewia oligoneura Sprague,Species,121746,,,,,,,,,,,,
2999,Grewia pinnatifida,32200904,Grewia pinnatifida Mast.,Species,121750,174399839,LC,NA,2021,137162,NA,720,20,09/03/2021,"Bidault, E. & StÈvart, T.","Texier, N., Paradis, A.-H., Bouka, D.U.G., Barber·, P. & Ikabanga, D.U.",Decreasing
3000,Grossera macrantha,12804180,Grossera macrantha Pax,Species,107644,,,,,,,,,,,,
3001,Grossera paniculata,12804182,Grossera paniculata Pax,Species,107647,170064875,LC,NA,2020,381418.87,456.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Wieringa, J.",Stable
3002,Guibourtia arnoldiana,13051039,Guibourtia arnoldiana J. Léonard,Species,61730,62026070,LC,NA,2021,24410,NA,200,0,24/11/2020,"Barstow, M., Doucet, J. & Tosso, F.","Onana, J.-M. & Hills, R.",Unknown
3003,Guibourtia demeusei,13051044,Guibourtia demeusei (Harms) J. Léonard,Species,61733,62026131,NT,NA,2021,938000,NA,NA,NA,24/11/2020,"Barstow, M., Betti, J.L., Doucet, J. & Tosso, F.","Oldfield, S., Johnson, S., Onana, J.-M., van der Burgt, X. & Hills, R.",Decreasing
6699,Guibourtia ehie,13051046,Guibourtia ehie (A. Chev.) J. Léonard,Species,61735,33053,LC,NA,2012,NA,NA,1000,0,15/09/2010,"Contu, S.","Hilton-Taylor, C.",Decreasing
3040,Guibourtia pellegriniana,13051049,Guibourtia pellegriniana J. Léonard,Species,61737,62026140,EN,A4d,2021,186459,NA,NA,NA,19/11/2020,"Barstow, M., Doucet, J. & Tosso, F.","van der Burgt, X., Betti, J.L., Johnson, S., Onana, J.-M. & Hills, R.",Decreasing
3041,Guibourtia tessmannii,13051052,Guibourtia tessmannii (Harms) J. Léonard,Species,61740,62026149,EN,A4d,2021,265847,NA,NA,NA,18/11/2020,"Barstow, M., Tosso, F. & Doucet, J.","van der Burgt, X., Johnson, S., Betti, J.L., Onana, J.-M. & Hills, R.",Decreasing
3042,Gymnanthes inopinata,50320558,Gymnanthes inopinata (Prain) Esser,Species,178799,204803381,LC,,2022,656918,568,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3047,Haplocoelum intermedium,50197623,Haplocoelum intermedium Hauman,Species,91017,,,,,,,,,,,,
3050,Haplormosia monophylla,13051168,Haplormosia monophylla (Harms) Harms,Species,70522,32926,VU,A1d+2d,1998,NA,NA,NA,NA,01/01/1998,"African Regional Workshop (Conservation & Sustainable Management of Trees, Zimbabwe, July 1996)",0,NA
3051,Harungana madagascariensis,7801103,Harungana madagascariensis Lam. ex Poir.,Species,10973,62019179,LC,NA,2019,12948127.04,2004.00,1800,0,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
3053,Heckeldora staudtii,20400534,Heckeldora staudtii (Harms) Staner,Species,57208,204819281,LC,,2022,1573783,472,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3057,Heinsia crinita,27904765,Heinsia crinita (Afzel.) G. Taylor,Species,174505,136112486,LC,NA,2018,9466581.42,1748.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
3058,Heinsia crinita var. crinita,100490449,Heinsia crinita var. crinita ,Variety,,,,,,,,,,,,,
3059,Heinsia crinita var. splendida,100202485,Heinsia crinita var. splendida N. Hallé,Variety,,,,,,,,,,,,,
3073,Heisteria parvifolia,22900205,Heisteria parvifolia Sm.,Species,17742,136108508,LC,NA,2018,4277107.69,1268.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
3074,Heisteria trillesiana,22900259,Heisteria trillesiana Pierre,Species,17743,204715477,LC,,2022,1115651,212,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3093,Heisteria zimmereri,22900209,Heisteria zimmereri Engl.,Species,17744,143721639,LC,NA,2019,1601653.62,224.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3094,Hemandradenia chevalieri,50092010,Hemandradenia chevalieri Stapf,Species,8323,32206,EN,B1+2c,1998,NA,NA,NA,NA,01/01/1998,"Assi, A.",0,NA
3116,Hemandradenia mannii,8400209,Hemandradenia mannii Stapf,Species,,35179,LC,,2022,1857116,300,NA,NA,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3118,Hexalobus crispiflorus,1601046,Hexalobus crispiflorus A. Rich.,Species,6365,132520218,LC,NA,2019,6418834,860,NA,NA,09/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Gosline, G.",Unknown
3119,Hexalobus salicifolius,1601051,Hexalobus salicifolius Engl.,Species,6368,32927,LC,NA,2019,254062,88,1000,0,10/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Onana, J.-M.",Unknown
3120,Holarrhena floribunda,1805621,Holarrhena floribunda T. Durand & Schinz,Species,71428,144299547,LC,NA,2019,5943716.08,2772.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3121,Homalium abdessammadii,13200631,Homalium abdessammadii Asch. & Schweinf.,Species,,153929004,LC,NA,2020,5336711.84,136.00,1980,0,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
3122,Homalium africanum,13201070,Homalium africanum (Hook. f.) Benth.,Species,16796,143656567,LC,NA,2019,6716517.72,692.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3124,Homalium dewevrei,13201109,Homalium dewevrei DeWild. & T. Durand,Species,16800,,,,,,,,,,,,
3125,Homalium fulviflorum,100379090,Homalium fulviflorum Sleumer,Species,16802,174426632,EN,B2ab(iii),2021,139743.6,20,300,50,20/01/2021,"Simo-Droissart, M. & StÈvart, T.","Bidault, E., Bouka, D.U.G., Boupoya, A., Ikabanga, D.U., Paradis, A.-H., Texier, N., Mboma, R., Bissiengou, P. & Engone Obiang, N.",Unknown
3126,Homalium lastoursvillense,100347756,Homalium lastoursvillense Pellegr.,Species,16821,174426639,VU,B2ab(iii),2021,726870.3,40,300,100,26/01/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Unknown
3128,Homalium letestui,13201105,Homalium letestui Pellegr.,Species,16806,61959710,LC,NA,2019,2994764.26,372.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3129,Homalium longistylum,13201001,Homalium longistylum Mast.,Species,16807,168476208,LC,NA,2021,7305115.9,NA,1775,10,18/03/2021,"Simo-Droissart, M., Bidault, E., Bissiengou, P., Bouka, D.U.G., Boupoya, A., Engone Obiang, N., Ikabanga, D.U., Mboma, R., Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3130,Homalium ogoouense,100393273,Homalium ogoouense Pellegr.,Species,16808,32183,VU,B2ab(iii),2021,161898.9,44,1120,2,09/02/2021,"Simo-Droissart, M. & StÈvart, T.","Bidault, E., Bissiengou, P., Bouka, D.U.G., Boupoya, A., Engone Obiang, N., Ikabanga, D.U., Mboma, R., Paradis, A.-H. & Texier, N.",Unknown
3131,Homalium smythei,50040760,Homalium smythei Hutch. & Dalziel,Species,16810,35180,VU,B1+2c,1998,NA,NA,NA,NA,01/01/1998,"Assi, A.",0,NA
3149,Homalium stipulaceum,13201179,Homalium stipulaceum Welw. ex Mast.,Species,16811,143656582,LC,NA,2019,3357946.53,176.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3150,Hoplestigma klaineanum,50093288,Hoplestigma klaineanum Pierre,Species,17072,20390785,LC,NA,2021,63802.8,NA,610,10,10/03/2021,"Simo-Droissart, M., Walters, G. & StÈvart, T.","Hills, R.",Decreasing
3156,Hua gabonii,6600860,Hua gabonii Pierre ex De Wild.,Species,121038,204817313,LC,,2022,1456571,248,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3160,Hunteria oxyantha,100204454,Hunteria oxyantha Omino,Species,75573,,,,,,,,,,,,
3184,Hunteria umbellata,1805274,Hunteria umbellata (K. Schum.) Hallier f.,Species,75580,136108289,LC,NA,2018,2644976.21,568.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Vroh, B.",Stable
3186,Hylodendron gabunense,13051174,Hylodendron gabunense Taub.,Species,70170,144295739,LC,NA,2019,832033.40,300.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3193,Hymenocardia ulmoides,12802879,Hymenocardia ulmoides Oliv.,Species,,146210262,LC,NA,2019,6623398.56,456.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
3194,Hymenodictyon biafranum,27909383,Hymenodictyon biafranum Hiern,Species,88099,,,,,,,,,,,,
3195,Hymenodictyon floribundum,27904439,Hymenodictyon floribundum (Hochst. & Steud.) B.L. Rob.,Species,88098,146208815,LC,NA,2019,13892755.91,820.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Smith, P.",Stable
3196,Hymenostegia brachyura,13052018,Hymenostegia brachyura (Harms) J. Léonard,Species,70091,174073385,VU,"B2ab(ii,iii,iv,v)",2021,88935.3,40,880,670,05/02/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Decreasing
3197,Hymenostegia elegans,100381774,Hymenostegia elegans Wieringa & Mackinder,Species,226499,168986852,VU,"B2ab(i,ii,v)",2020,1668,40-1400,300,200,26/02/2020,"Harvey-Brown, Y.","Wieringa, J.",Decreasing
3198,Hymenostegia felicis,13052019,Hymenostegia felicis (A. Chev.) J. Léonard,Species,70093,174073408,LC,NA,2021,182046.9,NA,800,40,12/03/2021,"Simo-Droissart, M., Bidault, E., Bouka, D.U.G., Boupoya, A., Engone Obiang, N., Ikabanga, D.U., Mboma, R., Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Unknown
3199,Hymenostegia floribunda,13069412,Hymenostegia floribunda (Benth.) Harms,Species,70094,174073585,LC,,2022,265641,228,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3200,Hymenostegia klainei,13069413,Hymenostegia klainei Pierre ex Pellegr.,Species,70096,174073623,LC,,2022,164541,308,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3201,Hymenostegia mundungu,13069414,Hymenostegia mundungu (Pellegr.) Léonard,Species,70098,174073533,LC,,2022,1027748,96,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3202,Hymenostegia neoaubrevillei,13069415,Hymenostegia neoaubrevillei J. Léonard,Species,70099,174073438,VU,B2ab(iii),2021,111369.5,48,500,100,03/02/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Unknown
3203,Hymenostegia normandii,13069417,Hymenostegia normandii Pellegr.,Species,70101,174073442,NT,NA,2021,72094.2,76,900,10,05/02/2021,"Simo-Droissart, M. & StÈvart, T.","Hills, R.",Unknown
3218,Hymenostegia pellegrinii,13069418,Hymenostegia pellegrinii (A. Chev.) J. Léonard,Species,70102,174073512,LC,,2022,1044876,564,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3219,Hymenostegia robusta,100381775,Hymenostegia robusta Wieringa & Mackinder,Species,226500,169258838,EN,"B1ab(iii,v)+2ab(iii,v)",2020,30-150,16-50,50,30,26/02/2020,"Harvey-Brown, Y.","Wieringa, J.",Decreasing
3238,Hymenostegia talbotii,13052012,Hymenostegia talbotii Baker f.,Species,70103,32717,CR,B1+2c,1998,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
3325,Hyphaene guineensis,100205010,Hyphaene guineensis Schumach. & Thonn.,Species,127085,95317509,LC,NA,2017,664793,88,300,0,31/08/2016,"Cosiaux, A., Gardiner, L.M. & Couvreur, T.L.P.","Stauffer, F.",Unknown
3326,Hypodaphnis zenkeri,17804357,Hypodaphnis zenkeri (Engl.) Stapf,Species,48988,158690387,LC,NA,2019,342985.58,188.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"de Kok, R.",Stable
3327,Idertia axillaris,100362085,Idertia axillaris (Oliv.) Farron,Species,17941,,,,,,,,,,,,
3328,Iridosma le-testui,50277764,,Species,94657,158177974,EN,B2ab(iii),2021,10050,12,250,80,01/07/2021,"Boupoya, A., Paradis, A.-H. & Texier, N.","Barber·, P. & Simo-Droissart, M.",Unknown
3329,Irvingia excelsa,29400162,Irvingia excelsa Mildbr.,Species,12128,204817387,LC,,2022,2812283,352,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3330,Irvingia gabonensis,29400178,Irvingia gabonensis (Aubry-Lecomte ex O'Rorke) Baill.,Species,12122,33055,LR/nt,NA,1998,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
3335,Irvingia grandifolia,29400161,Irvingia grandifolia (Engl.) Engl.,Species,12119,62019219,LC,NA,2019,1746049.35,296.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3337,Irvingia robur,29400187,Irvingia robur Mildbr.,Species,12120,143713889,LC,NA,2019,3068775.74,152.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3338,Irvingia wombolu,29400183,Irvingia wombolu Vermoesen,Species,12121,,,,,,,,,,,,
3339,Isolona hexaloba,1601055,Isolona hexaloba (Pierre) Engl.,Species,6820,132677050,LC,NA,2019,3900515,444,700,0,22/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Onana, J.-M.",Unknown
3340,Isolona letestui,1601058,Isolona letestui Pellegr.,Species,6822,132677097,EN,B2ab(iii),2019,NA,8,280,170,23/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Onana, J.-M.",Unknown
3380,Isolona pilosa,1601059,Isolona pilosa Diels,Species,6824,65604009,VU,B2ab(iii),2019,1015783,52,600,30,29/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Onana, J.-M.",Unknown
3382,Isolona thonneri,1601758,Isolona thonneri (De Wild. & T. Durand) Engl. & Diels,Species,6826,132677147,LC,NA,2019,1714999,108,750,350,30/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Onana, J.-M.",Unknown
3383,Isolona zenkeri,1601066,Isolona zenkeri Engl.,Species,6827,45418,LC,NA,2019,157548,136,800,0,30/08/2018,"Cosiaux, A., Couvreur, T.L.P. & Erkens, R.H.J.","Onana, J.-M.",Unknown
3384,Jollydora duparquetiana,8400212,Jollydora duparquetiana (Baill.) Pierre,Species,,143716873,LC,NA,2019,515855.68,700.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3386,Julbernardia brieyi,13052109,Julbernardia brieyi Troupin,Species,67603,144287268,LC,NA,2019,208864.19,152.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3387,Julbernardia hochreutineri,13052111,Julbernardia hochreutineri Pellegr.,Species,67605,204798678,LC,,2022,74142,96,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3403,Julbernardia letouzeyi,13072809,Julbernardia letouzeyi Villiers,Species,67606,174073634,EN,B2ab(iii),2021,14033.7,36,800,480,05/11/2020,"Simo-Droissart, M., Texier, N. & StÈvart, T.","Hills, R. & Lowry II, P.P.",Decreasing
3418,Julbernardia pellegriniana,13052117,Julbernardia pellegriniana Troupin,Species,67609,62026277,LC,NA,2019,238119,NA,NA,NA,18/04/2019,"Hills, R.","Onana, J.-M.",Unknown
7133,Julbernardia seretii,13052119,Julbernardia seretii Troupin,Species,67610,156105258,LC,NA,2019,1996201.71,244.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
3423,Keayodendron bridelioides,12805806,Keayodendron bridelioides (Gilg & Mildbr. ex Hutch. & Dalziel) Leandri,Species,17032,204798579,LC,,2022,1637366,332,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3424,Khaya ivorensis,20400537,Khaya ivorensis A. Chev.,Species,56851,32234,VU,A1cd,1998,NA,NA,NA,NA,01/01/1998,"African Regional Workshop (Conservation & Sustainable Management of Trees, Zimbabwe, July 1996)",0,NA
3428,Klaineanthus gaboniae,12804188,Klaineanthus gaboniae Pierre ex Prain,Species,108058,,,,,,,,,,,,
3434,Klainedoxa gabonensis,29400184,Klainedoxa gabonensis Pierre ex Engl.,Species,12154,62019343,LC,NA,2019,3951350.57,400.00,1200,200,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3435,Klainedoxa trillesii,29400180,Klainedoxa trillesii Pierre ex Tiegh.,Species,12173,143873056,LC,,2022,2085219,244,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3436,Korupodendron songweanum,50282513,Korupodendron songweanum Litt & Cheek,Species,124874,43889,EN,C2a(ii),2003,NA,NA,NA,NA,30/04/2003,"Litt, A. & Cheek, M.","Hilton-Taylor, C. & Pollock, C.M. (Red List Programme Office)",Decreasing
7373,Laccodiscus klaineanus,50228855,Laccodiscus klaineanus Pierre ex Radlk.,Species,91197,,,,,,,,,,,,
3487,Laccodiscus pseudostipularis,28601505,Laccodiscus pseudostipularis Radlk.,Species,91198,,,,,,,,,,,,
3491,Laccodiscus spinulosodentatus,50228856,Laccodiscus spinulosodentatus Radlk.,Species,91199,,,,,,,,,,,,
3501,Lannea glabrescens,100490434,Lannea glabrescens Engl.,Species,6031,204814379,LC,,2022,208000,0,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3502,Lannea welwitschii,1300663,Lannea welwitschii (Hiern) Engl.,Species,6054,62944,LC,NA,2020,5621530,340,NA,NA,02/11/2006,"Howard, G., Kamau, P., Kindeketa, W., Luke, W.R.Q., Lyaruu, H.V.M., Malombe, I., Maunder, M., Mwachala, G., Njau, E.-F., Peres, Q., Schatz, G.E., Siro Masinde, P., Ssegawa, P., Wabuyele, E. & Wilkins, V.L.","Beentje, H.J. & Gereau, R.E.",Unknown
3503,Lasianthera africana,16400143,Lasianthera africana P. Beauv.,Species,177473,143717722,LC,NA,2019,1030716.52,816.00,1200,1,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3504,Lasiodiscus fasciculiflorus,27501020,Lasiodiscus fasciculiflorus Engl.,Species,83344,137990008,LC,NA,2019,2533561.32,332.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3514,Lasiodiscus mannii,27500935,Lasiodiscus mannii Hook. f.,Species,83356,,,,,,,,,,,,
3515,Lasiodiscus marmoratus,27501017,Lasiodiscus marmoratus C.H. Wright,Species,83349,,,,,,,,,,,,
3516,Lasiodiscus palustris,50060817,Lasiodiscus palustris Figueiredo,Species,83362,137990041,LC,NA,2021,1299909.5,NA,470,350,12/03/2021,"Simo-Droissart, M., Bidault, E., Bouka, D.U.G., Boupoya, A., Engone Obiang, N., Ikabanga, D.U., Mboma, R., Paradis, A.-H., Texier, N. & StÈvart, T.","Hills, R.",Decreasing
3517,Lebruniodendron leptanthum,13052072,Lebruniodendron leptanthum J. Léonard,Species,70126,204812364,LC,,2022,1476409,128,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3518,Lecaniodiscus cupanioides,28601310,Lecaniodiscus cupanioides Planch. ex Benth.,Species,91201,153939354,LC,NA,2020,2666506.71,948.00,900,0,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Timberlake, J.R.",Stable
3519,Lecomtedoxa biraudii,50301968,,Species,91746,174442891,EN,B2ab(iii),2021,NA,8,25,0,13/11/2020,"Barber·, P., Texier, N. & StÈvart, T.","Andriamahefarivo, L., Bidault, E., Ikabanga, D.U., Lachenaud, O., Lowry II, P.P., Paradis, A.-H. & Simo-Droissart, M.",Unknown
3520,Lecomtedoxa klaineana,28701127,Lecomtedoxa klaineana (Pierre ex Engl.) Pierre ex Dubard,Species,91747,,,,,,,,,,,,
3542,Lecomtedoxa nogo,50301975,Lecomtedoxa nogo (A. Chev.) Aubrév.,Species,91748,32091,VU,D2,1998,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
3543,Lecomtedoxa plumosa,100354818,Lecomtedoxa plumosa Burgt,Species,224056,110088150,EN,D,2017,30.861,16,100,50,04/04/2017,"Cheek, M. & van der Burgt, X.","Onana, J.-M.",Unknown
3545,Lecomtedoxa saint-aubinii,50301977,Lecomtedoxa saint-aubinii Aubrév. & Pellegr.,Species,91749,174448694,EN,B1ab(iii)+2ab(iii),2021,383,16,170,80,30/11/2020,"Barber·, P., Texier, N. & StÈvart, T.","Andriamahefarivo, L., Bidault, E., Ikabanga, D.U., Lachenaud, O., Paradis, A.-H. & Simo-Droissart, M.",Unknown
3546,Leeuwenbergia africana,12804189,Leeuwenbergia africana R. Letouzey & N. Ha,Species,108059,110092448,VU,"B2ab(ii,iii)",2020,200029,32,870,50,01/05/2020,"Cheek, M. & Lovell, R.","Onana, J.-M.",Unknown
3551,Leeuwenbergia letestui,50251146,Leeuwenbergia letestui Letouzey & N. Hallé,Species,108060,173440236,EN,"B1ab(iii,v)+2ab(iii,v)",2020,833,12,563,563,03/09/2020,"Barber·, P. & Paradis, A.-H.","StÈvart, T., Lachenaud, O., Ikabanga, D.U., Bidault, E., Texier, N., Boupoya, A., Bouka, D.U.G., Simo-Droissart, M. & Andriamahefarivo, L.",Unknown
3552,Leonardoxa africana,13062614,Leonardoxa africana (Baill.) Aubrév.,Species,70991,19892972,LC,NA,2012,150000,NA,1200,0,06/07/2009,"Contu, S.","Hilton-Taylor, C.",Stable
3555,Leonardoxa africana subsp. gracilicaulis,50231760,Leonardoxa africana subsp. gracilicaulis McKey,Subspecies,,,,,,,,,,,,,
3556,Lepidobotrys staudtii,23700984,Lepidobotrys staudtii Engl.,Species,57153,143655691,LC,NA,2019,1389855.54,176.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Timberlake, J.R.",Stable
3557,Lepisanthes senegalensis,28601547,Lepisanthes senegalensis (Juss. ex Poir.) Leenh.,Species,91268,150283340,LC,NA,2022,74673879.50,NA,NA,NA,2022-01-04,"Harvey-Brown, Y.","Beentje, H.J., Kamau, P., Luke, W.R.Q., Matheka, K., Mollel, N., Musili, P., Mutegeki, A. & Olupot, W.",Stable
3558,Leplaea cauliflora,100384281,Leplaea cauliflora E. J. M. Koenen & J.J. de Wilde,Species,231876,,,,,,,,,,,,
3559,Leplaea cedrata,100384282,Leplaea cedrata (A. Chev.) E. J. M. Koenen & J.J. de Wilde,Species,227109,32233,VU,A1c,2017,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
3560,Leplaea laurentii,100384283,Leplaea laurentii (De Wild.) E. J. M. Koenen & J.J. de Wilde,Species,227108,,,,,,,,,,,,
3577,Leplaea mayombensis,20400540,Leplaea mayombensis (Pellegr.) Staner,Species,57212,34838,VU,A1c,1998,NA,NA,NA,NA,01/01/1998,Makerere University Institute of Environment and Natural Resources,0,NA
3580,Leplaea thompsonii,100384285,Leplaea thompsonii (Sprague & Hutch.) E. J. M. Koenen & J.J. de Wilde,Species,231878,32232,VU,A1c,2017,NA,NA,NA,NA,01/01/1998,World Conservation Monitoring Centre,0,NA
3603,Leptactina arborescens,100434305,Leptactina arborescens (Welw. ex Hook. f.) De Block,Species,238521,156108498,LC,NA,2020,6365001.52,1244.00,NA,NA,12/06/2018,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Cheek, M. & van der Burgt, X.",Stable
3604,Leptaulus daphnoides,16400175,Leptaulus daphnoides Benth.,Species,13780,144043397,LC,NA,2019,4720422.37,588.00,NA,NA,12/06/2018,Botanic Gardens Conservation International (BGCI) & IUCN SSC Global Tree Specialist Group,"Oldfield, S.",Stable
3605,Leptaulus zenkeri,16400184,Leptaulus zenkeri Engl.,Species,13783,,,,,,,,,,,,
3610,Leptonychia lasiogyne,100359603,Leptonychia lasiogyne K. Schum.,Species,121044,204811545,LC,,2022,393953,200,,,17/05/2021,IUCN SSC Global Tree Specialist Group & Botanic Gardens Conservation International (BGCI),"Onana, J.-M., Texier, N. & Stévart, T.",Stable
3619,Leptonychia macrantha,50053875,Leptonychia macrantha K. Schum.,Species,121045,174399848,LC,NA,2021,286033,NA,1730,5,09/03/2021,"Bidault, E. & StÈvart, T.","Texier, N., Paradis, A.-H., Bouka, D.U.G., Barber·, P. & Ikabanga, D.U.",Decreasing
6716,Leptonychia melanocarpa,50244293,Leptonychia melanocarpa R. Germ.,Species,177476,138014145,NT,NA,2021,84557,84,1950,800,31/05/2019,"Fischer, E., Simo-Droissart, M. & Tack, W.","StÈvart, T. & Gereau, R.E.",Decreasing
